secid,date,close,volume,return
108105,20120904,1404.94,0,-0.001166
108105,20120905,1403.44,0,-0.001068
108105,20120906,1432.12,0,0.020436
108105,20120907,1437.92,0,0.00405
108105,20120910,1429.08,0,-0.006148
108105,20120911,1433.56,0,0.003135
108105,20120912,1436.56,0,0.002093
108105,20120913,1459.99,0,0.01631
108105,20120914,1465.77,0,0.003959
108105,20120917,1461.19,0,-0.003125
108105,20120918,1459.32,0,-0.00128
108105,20120919,1461.05,0,0.001186
108105,20120920,1460.26,0,-0.000541
108105,20120921,1460.15,0,-0.000075
108105,20120924,1456.89,0,-0.002233
108105,20120925,1441.59,0,-0.010502
108105,20120926,1433.32,0,-0.005737
108105,20120927,1447.15,0,0.009649
108105,20120928,1440.67,0,0.000891
108105,20121001,1444.49,0,0.002652
108105,20121002,1445.75,0,0.000872
108105,20121003,1450.99,0,0.003624
108105,20121004,1461.4,0,0.007174
108105,20121005,1460.93,0,-0.000322
108105,20121008,1455.88,0,-0.003457
108105,20121009,1441.48,0,-0.009891
108105,20121010,1432.56,0,-0.006188
108105,20121011,1432.84,0,0.000195
108105,20121012,1428.59,0,-0.002966
108105,20121015,1440.13,0,0.008078
108105,20121016,1454.92,0,0.01027
108105,20121017,1460.91,0,0.004117
108105,20121018,1457.34,0,-0.002444
108105,20121019,1433.19,0,-0.016571
108105,20121022,1433.82,0,0.00044
108105,20121023,1413.11,0,-0.014444
108105,20121024,1408.75,0,-0.003085
108105,20121025,1412.97,0,0.002996
108105,20121026,1411.94,0,-0.000729
108105,20121031,1412.16,0,0.000156
108105,20121101,1427.59,0,0.010926
108105,20121102,1414.2,0,-0.009379
108105,20121105,1417.26,0,0.002164
108105,20121106,1428.39,0,0.007853
108105,20121107,1394.53,0,-0.023705
108105,20121108,1377.51,0,-0.012205
108105,20121109,1379.85,0,0.001699
108105,20121112,1380.03,0,0.00013
108105,20121113,1374.53,0,-0.003985
108105,20121114,1355.49,0,-0.013852
108105,20121115,1353.33,0,-0.001594
108105,20121116,1359.88,0,0.00484
108105,20121119,1386.89,0,0.019862
108105,20121120,1387.81,0,0.000663
108105,20121121,1391.03,0,0.00232
108105,20121123,1409.15,0,0.013026
108105,20121126,1406.29,0,-0.00203
108105,20121127,1398.94,0,-0.005227
108105,20121128,1409.93,0,0.007856
108105,20121129,1415.95,0,0.00427
108105,20121130,1416.18,0,0.000163
108105,20121203,1409.46,0,-0.004745
108105,20121204,1407.05,0,-0.00171
108105,20121205,1409.28,0,0.001585
108105,20121206,1413.94,0,0.003307
108105,20121207,1418.07,0,0.002921
108105,20121210,1418.55,0,0.000339
108105,20121211,1427.84,0,0.006549
108105,20121212,1428.48,0,0.000448
108105,20121213,1419.45,0,-0.006321
108105,20121214,1413.58,0,-0.004135
108105,20121217,1430.36,0,0.011871
108105,20121218,1446.79,0,0.011487
108105,20121219,1435.81,0,-0.007589
108105,20121220,1443.69,0,0.005488
108105,20121221,1430.15,0,-0.009379
108105,20121224,1426.66,0,-0.00244
108105,20121226,1419.83,0,-0.004787
108105,20121227,1418.1,0,-0.001218
108105,20121228,1402.43,0,-0.01105
108105,20121231,1426.19,0,0.023317
108105,20130102,1462.42,0,0.025403
108105,20130103,1459.37,0,-0.002086
108105,20130104,1466.47,0,0.004865
108105,20130107,1461.89,0,-0.003123
108105,20130108,1457.15,0,-0.003242
108105,20130109,1461.02,0,0.002656
108105,20130110,1472.12,0,0.007597
108105,20130111,1472.05,0,-0.000048
108105,20130114,1470.68,0,-0.000931
108105,20130115,1472.34,0,0.001129
108105,20130116,1472.63,0,0.000197
108105,20130117,1480.94,0,0.005643
108105,20130118,1485.98,0,0.003403
108105,20130122,1492.56,0,0.004428
108105,20130123,1494.81,0,0.001507
108105,20130124,1494.82,0,7E-6
108105,20130125,1502.96,0,0.005445
108105,20130128,1500.18,0,-0.00185
108105,20130129,1507.84,0,0.005106
108105,20130130,1501.96,0,-0.0039
108105,20130131,1498.11,0,-0.002563
108105,20130201,1513.17,0,0.010053
108105,20130204,1495.71,0,-0.011539
108105,20130205,1511.29,0,0.010417
108105,20130206,1512.12,0,0.000549
108105,20130207,1509.39,0,-0.001805
108105,20130208,1517.93,0,0.005658
108105,20130211,1517.01,0,-0.000606
108105,20130212,1519.43,0,0.001595
108105,20130213,1520.33,0,0.000592
108105,20130214,1521.38,0,0.000691
108105,20130215,1519.79,0,-0.001045
108105,20130219,1530.94,0,0.007336
108105,20130220,1511.95,0,-0.012404
108105,20130221,1502.42,0,-0.006303
108105,20130222,1515.6,0,0.008772
108105,20130225,1487.85,0,-0.01831
108105,20130226,1496.94,0,0.006109
108105,20130227,1515.99,0,0.012726
108105,20130228,1514.68,0,-0.000864
108105,20130301,1518.2,0,0.002324
108105,20130304,1525.2,0,0.004611
108105,20130305,1539.79,0,0.009566
108105,20130306,1541.46,0,0.001085
108105,20130307,1544.26,0,0.001816
108105,20130308,1551.18,0,0.004481
108105,20130311,1556.22,0,0.003249
108105,20130312,1552.48,0,-0.002403
108105,20130313,1554.52,0,0.001314
108105,20130314,1563.23,0,0.005603
108105,20130315,1560.7,0,-0.001618
108105,20130318,1552.1,0,-0.00551
108105,20130319,1548.34,0,-0.002423
108105,20130320,1558.71,0,0.006697
108105,20130321,1545.8,0,-0.008282
108105,20130322,1556.89,0,0.007174
108105,20130325,1551.69,0,-0.00334
108105,20130326,1563.77,0,0.007785
108105,20130327,1562.85,0,-0.000588
108105,20130328,1569.19,0,0.009144
108105,20130401,1562.17,0,-0.004474
108105,20130402,1570.25,0,0.005172
108105,20130403,1553.69,0,-0.010546
108105,20130404,1559.98,0,0.004048
108105,20130405,1553.28,0,-0.004295
108105,20130408,1563.07,0,0.006303
108105,20130409,1568.61,0,0.003544
108105,20130410,1587.73,0,0.012189
108105,20130411,1593.37,0,0.003552
108105,20130412,1588.85,0,-0.002837
108105,20130415,1552.36,0,-0.022966
108105,20130416,1574.57,0,0.014307
108105,20130417,1552.01,0,-0.014328
108105,20130418,1541.61,0,-0.006701
108105,20130419,1555.25,0,0.008848
108105,20130422,1562.5,0,0.004662
108105,20130423,1578.78,0,0.010419
108105,20130424,1578.79,0,6E-6
108105,20130425,1585.16,0,0.004035
108105,20130426,1582.24,0,-0.001842
108105,20130429,1593.61,0,0.007186
108105,20130430,1597.57,0,0.002485
108105,20130501,1582.7,0,-0.009308
108105,20130502,1597.59,0,0.009408
108105,20130503,1614.42,0,0.010535
108105,20130506,1617.5,0,0.001908
108105,20130507,1625.96,0,0.00523
108105,20130508,1632.69,0,0.004139
108105,20130509,1626.67,0,-0.003687
108105,20130510,1633.7,0,0.004322
108105,20130513,1633.77,0,0.000043
108105,20130514,1650.34,0,0.010142
108105,20130515,1658.78,0,0.005114
108105,20130516,1650.47,0,-0.00501
108105,20130517,1667.47,0,0.0103
108105,20130520,1666.29,0,-0.000708
108105,20130521,1669.16,0,0.001722
108105,20130522,1655.35,0,-0.008274
108105,20130523,1650.51,0,-0.002924
108105,20130524,1649.6,0,-0.000551
108105,20130528,1660.06,0,0.006341
108105,20130529,1648.36,0,-0.007048
108105,20130530,1654.41,0,0.00367
108105,20130531,1630.74,0,-0.014307
108105,20130603,1640.42,0,0.005936
108105,20130604,1631.38,0,-0.005511
108105,20130605,1608.9,0,-0.01378
108105,20130606,1622.56,0,0.00849
108105,20130607,1643.38,0,0.012832
108105,20130610,1642.81,0,-0.000347
108105,20130611,1626.13,0,-0.010153
108105,20130612,1612.52,0,-0.00837
108105,20130613,1636.36,0,0.014784
108105,20130614,1626.73,0,-0.005885
108105,20130617,1639.04,0,0.007567
108105,20130618,1651.81,0,0.007791
108105,20130619,1628.93,0,-0.013851
108105,20130620,1588.19,0,-0.02501
108105,20130621,1592.43,0,0.00267
108105,20130624,1573.09,0,-0.012145
108105,20130625,1588.03,0,0.009497
108105,20130626,1603.26,0,0.00959
108105,20130627,1613.2,0,0.0062
108105,20130628,1606.28,0,0.001048
108105,20130701,1614.96,0,0.005404
108105,20130702,1614.08,0,-0.000545
108105,20130703,1615.41,0,0.000824
108105,20130705,1631.89,0,0.010202
108105,20130708,1640.46,0,0.005252
108105,20130709,1652.32,0,0.00723
108105,20130710,1652.62,0,0.000182
108105,20130711,1675.02,0,0.013554
108105,20130712,1680.19,0,0.003086
108105,20130715,1682.5,0,0.001375
108105,20130716,1676.26,0,-0.003709
108105,20130717,1680.91,0,0.002774
108105,20130718,1689.37,0,0.005033
108105,20130719,1692.09,0,0.00161
108105,20130722,1695.53,0,0.002033
108105,20130723,1692.39,0,-0.001852
108105,20130724,1685.94,0,-0.003811
108105,20130725,1690.25,0,0.002556
108105,20130726,1691.65,0,0.000828
108105,20130729,1685.33,0,-0.003736
108105,20130730,1685.96,0,0.000374
108105,20130731,1685.73,0,-0.000136
108105,20130801,1706.87,0,0.012541
108105,20130802,1709.67,0,0.00164
108105,20130805,1707.14,0,-0.00148
108105,20130806,1697.37,0,-0.005723
108105,20130807,1690.91,0,-0.003806
108105,20130808,1697.48,0,0.003885
108105,20130809,1691.42,0,-0.00357
108105,20130812,1689.47,0,-0.001153
108105,20130813,1694.16,0,0.002776
108105,20130814,1685.39,0,-0.005177
108105,20130815,1661.32,0,-0.014282
108105,20130816,1655.83,0,-0.003305
108105,20130819,1646.06,0,-0.0059
108105,20130820,1652.35,0,0.003821
108105,20130821,1642.8,0,-0.00578
108105,20130822,1656.96,0,0.008619
108105,20130823,1663.5,0,0.003947
108105,20130826,1656.78,0,-0.00404
108105,20130827,1630.48,0,-0.015874
108105,20130828,1634.96,0,0.002748
108105,20130829,1638.17,0,0.001963
108105,20130830,1632.97,0,-0.003174
108105,20130903,1639.77,0,0.004164
108105,20130904,1653.08,0,0.008117
108105,20130905,1655.08,0,0.00121
108105,20130906,1655.17,0,0.000054
108105,20130909,1671.71,0,0.009993
108105,20130910,1683.99,0,0.007346
108105,20130911,1689.13,0,0.003052
108105,20130912,1683.42,0,-0.00338
108105,20130913,1687.99,0,0.002715
108105,20130916,1697.6,0,0.005693
108105,20130917,1704.76,0,0.004218
108105,20130918,1725.52,0,0.012178
108105,20130919,1722.34,0,-0.001843
108105,20130920,1709.91,0,-0.007217
108105,20130923,1701.84,0,-0.00472
108105,20130924,1697.42,0,-0.002597
108105,20130925,1692.77,0,-0.002739
108105,20130926,1698.67,0,0.003485
108105,20130927,1691.75,0,-0.004074
108105,20130930,1681.55,0,-0.000762
108105,20131001,1695,0,0.007999
108105,20131002,1693.87,0,-0.000667
108105,20131003,1678.66,0,-0.008979
108105,20131004,1690.5,0,0.007053
108105,20131007,1676.12,0,-0.008506
108105,20131008,1655.45,0,-0.012332
108105,20131009,1656.4,0,0.000574
108105,20131010,1692.56,0,0.021831
108105,20131011,1703.2,0,0.006286
108105,20131014,1710.14,0,0.004075
108105,20131015,1698.06,0,-0.007064
108105,20131016,1721.54,0,0.013828
108105,20131017,1733.15,0,0.006744
108105,20131018,1744.5,0,0.006549
108105,20131021,1744.66,0,0.000092
108105,20131022,1754.67,0,0.005738
108105,20131023,1746.38,0,-0.004725
108105,20131024,1752.07,0,0.003258
108105,20131025,1759.77,0,0.004395
108105,20131028,1762.11,0,0.00133
108105,20131029,1771.95,0,0.005584
108105,20131030,1763.31,0,-0.004876
108105,20131031,1756.54,0,-0.003839
108105,20131101,1761.64,0,0.002903
108105,20131104,1767.93,0,0.003571
108105,20131105,1762.97,0,-0.002806
108105,20131106,1770.49,0,0.004266
108105,20131107,1747.15,0,-0.013183
108105,20131108,1770.61,0,0.013428
108105,20131111,1771.89,0,0.000723
108105,20131112,1767.69,0,-0.00237
108105,20131113,1782,0,0.008095
108105,20131114,1790.62,0,0.004837
108105,20131115,1798.18,0,0.004222
108105,20131118,1791.53,0,-0.003698
108105,20131119,1787.87,0,-0.002043
108105,20131120,1781.37,0,-0.003636
108105,20131121,1795.85,0,0.008129
108105,20131122,1804.76,0,0.004961
108105,20131125,1802.48,0,-0.001263
108105,20131126,1802.75,0,0.00015
108105,20131127,1807.23,0,0.002485
108105,20131129,1805.81,0,-0.000786
108105,20131202,1800.9,0,-0.002719
108105,20131203,1795.15,0,-0.003193
108105,20131204,1792.81,0,-0.001303
108105,20131205,1785.03,0,-0.00434
108105,20131206,1805.09,0,0.011238
108105,20131209,1808.37,0,0.001817
108105,20131210,1802.62,0,-0.00318
108105,20131211,1782.22,0,-0.011317
108105,20131212,1775.5,0,-0.003771
108105,20131213,1775.32,0,-0.000101
108105,20131216,1786.54,0,0.00632
108105,20131217,1781,0,-0.003101
108105,20131218,1810.65,0,0.016648
108105,20131219,1809.6,0,-0.00058
108105,20131220,1818.32,0,0.004819
108105,20131223,1827.99,0,0.005318
108105,20131224,1833.32,0,0.002916
108105,20131226,1842.02,0,0.004746
108105,20131227,1841.4,0,-0.000337
108105,20131230,1841.07,0,-0.000179
108105,20131231,1848.36,0,0.009131
108105,20140102,1831.98,0,-0.008862
108105,20140103,1831.37,0,-0.000333
108105,20140106,1826.77,0,-0.002512
108105,20140107,1837.88,0,0.006082
108105,20140108,1837.49,0,-0.000212
108105,20140109,1838.13,0,0.000348
108105,20140110,1842.37,0,0.002307
108105,20140113,1819.2,0,-0.012576
108105,20140114,1838.88,0,0.010818
108105,20140115,1848.38,0,0.005166
108105,20140116,1845.89,0,-0.001347
108105,20140117,1838.7,0,-0.003895
108105,20140121,1843.8,0,0.002774
108105,20140122,1844.86,0,0.000575
108105,20140123,1828.46,0,-0.00889
108105,20140124,1790.29,0,-0.020875
108105,20140127,1781.56,0,-0.004876
108105,20140128,1792.5,0,0.006141
108105,20140129,1774.2,0,-0.010209
108105,20140130,1794.19,0,0.011267
108105,20140131,1782.59,0,-0.006465
108105,20140203,1741.89,0,-0.022832
108105,20140204,1755.2,0,0.007641
108105,20140205,1751.64,0,-0.002028
108105,20140206,1773.43,0,0.01244
108105,20140207,1797.02,0,0.013302
108105,20140210,1799.84,0,0.001569
108105,20140211,1819.75,0,0.011062
108105,20140212,1819.26,0,-0.000269
108105,20140213,1829.83,0,0.00581
108105,20140214,1838.63,0,0.004809
108105,20140218,1840.76,0,0.001158
108105,20140219,1828.75,0,-0.006524
108105,20140220,1839.78,0,0.006031
108105,20140221,1836.25,0,-0.001919
108105,20140224,1847.61,0,0.006187
108105,20140225,1845.12,0,-0.001348
108105,20140226,1845.16,0,0.000022
108105,20140227,1854.29,0,0.004948
108105,20140228,1859.45,0,0.002783
108105,20140303,1845.73,0,-0.007379
108105,20140304,1873.91,0,0.015268
108105,20140305,1873.81,0,-0.000053
108105,20140306,1877.03,0,0.001718
108105,20140307,1878.04,0,0.000538
108105,20140310,1877.17,0,-0.000463
108105,20140311,1867.63,0,-0.005082
108105,20140312,1868.2,0,0.000305
108105,20140313,1846.34,0,-0.011701
108105,20140314,1841.13,0,-0.002822
108105,20140317,1858.83,0,0.009614
108105,20140318,1872.25,0,0.00722
108105,20140319,1860.77,0,-0.006132
108105,20140320,1872.01,0,0.006041
108105,20140321,1866.52,0,-0.002933
108105,20140324,1857.44,0,-0.004865
108105,20140325,1865.62,0,0.004404
108105,20140326,1852.56,0,-0.007
108105,20140327,1849.04,0,-0.0019
108105,20140328,1857.62,0,0.00464
108105,20140331,1872.34,0,0.012871
108105,20140401,1885.52,0,0.007039
108105,20140402,1890.9,0,0.002853
108105,20140403,1888.77,0,-0.001126
108105,20140404,1865.09,0,-0.012537
108105,20140407,1845.04,0,-0.01075
108105,20140408,1851.96,0,0.003751
108105,20140409,1872.18,0,0.010918
108105,20140410,1833.08,0,-0.020885
108105,20140411,1815.69,0,-0.009487
108105,20140414,1830.61,0,0.008217
108105,20140415,1842.98,0,0.006757
108105,20140416,1862.31,0,0.010488
108105,20140417,1864.85,0,0.001364
108105,20140421,1871.89,0,0.003775
108105,20140422,1879.55,0,0.004092
108105,20140423,1875.39,0,-0.002213
108105,20140424,1878.61,0,0.001717
108105,20140425,1863.4,0,-0.008096
108105,20140428,1869.43,0,0.003236
108105,20140429,1878.33,0,0.004761
108105,20140430,1883.95,0,0.002992
108105,20140501,1883.68,0,-0.000143
108105,20140502,1881.14,0,-0.001348
108105,20140505,1884.66,0,0.001871
108105,20140506,1867.72,0,-0.008988
108105,20140507,1878.21,0,0.005616
108105,20140508,1875.63,0,-0.001374
108105,20140509,1878.48,0,0.001519
108105,20140512,1896.65,0,0.009673
108105,20140513,1897.45,0,0.000422
108105,20140514,1888.53,0,-0.004701
108105,20140515,1870.85,0,-0.009362
108105,20140516,1877.86,0,0.003747
108105,20140519,1885.08,0,0.003845
108105,20140520,1872.83,0,-0.006498
108105,20140521,1888.03,0,0.008116
108105,20140522,1892.49,0,0.002362
108105,20140523,1900.53,0,0.004248
108105,20140527,1911.91,0,0.005988
108105,20140528,1909.78,0,-0.001114
108105,20140529,1920.03,0,0.005367
108105,20140530,1923.57,0,0.001844
108105,20140602,1924.97,0,0.000728
108105,20140603,1924.24,0,-0.000379
108105,20140604,1927.88,0,0.001892
108105,20140605,1940.46,0,0.006525
108105,20140606,1949.44,0,0.004628
108105,20140609,1951.27,0,0.000939
108105,20140610,1950.79,0,-0.000246
108105,20140611,1943.89,0,-0.003537
108105,20140612,1930.11,0,-0.007089
108105,20140613,1936.16,0,0.003135
108105,20140616,1937.78,0,0.000837
108105,20140617,1941.99,0,0.002173
108105,20140618,1956.98,0,0.007719
108105,20140619,1959.48,0,0.001277
108105,20140620,1962.87,0,0.00173
108105,20140623,1962.61,0,-0.000132
108105,20140624,1949.98,0,-0.006435
108105,20140625,1959.53,0,0.004898
108105,20140626,1957.22,0,-0.001179
108105,20140627,1960.96,0,0.001911
108105,20140630,1960.23,0,0.004605
108105,20140701,1973.32,0,0.006678
108105,20140702,1974.62,0,0.000659
